Household,avg_income_usd,country,rural_urban,remesa_amount_usd,monthly_remesa_amount,Food,Health,COVID_19,Education,Utilities,ClothesandShoes,Housing,HousingRental,HomePurchase,AgriculturalInputs,BusinessVentures,Saving,MigantsComittments,MigrationLoanDebt,OtherDebts,Other,Tsum_check
582,300.0,SLV,1,50.0,8.333333333333334,30.0,50.0,,,20.0,,,,,,,,,,,,100.0
583,250.0,SLV,1,20.0,20.0,100.0,,,,,,,,,,,,,,,,100.0
584,200.0,SLV,1,100.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
585,250.0,SLV,1,250.0,250.0,,100.0,,,,,,,,,,,,,,,100.0
586,60.0,SLV,1,30.0,15.0,,,,,30.0,,,,,,,,,,,,30.0
587,200.0,SLV,1,50.0,50.0,,,,,,,,,,,,,,,,,0.0
588,200.0,SLV,1,50.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
589,300.0,SLV,1,200.0,200.0,40.0,,,,60.0,,,,,,,,,,,,100.0
590,420.0,SLV,1,300.0,300.0,60.0,,,,40.0,,,,,,,,,,,,100.0
591,120.0,SLV,1,60.0,10.0,100.0,,,,,,,,,,,,,,,,100.0
592,150.0,SLV,1,100.0,100.0,,,,,,,,,,,,,,,,,0.0
593,500.0,SLV,1,500.0,500.0,40.0,40.0,,,20.0,,,,,,,,,,,,100.0
594,400.0,SLV,1,50.0,4.166666666666667,30.0,70.0,,,,,,,,,,,,,,,100.0
595,150.0,SLV,1,120.0,240.0,60.0,20.0,20.0,,,,,,,,,,,,,,100.0
596,300.0,SLV,1,200.0,33.333333333333336,50.0,,,,,,50.0,,,,,,,,,,100.0
597,300.0,SLV,1,100.0,33.333333333333336,50.0,,,,50.0,,,,,,,,,,,,100.0
598,200.0,SLV,1,100.0,200.0,90.0,10.0,,,,,,,,,,,,,,,100.0
599,150.0,SLV,1,100.0,100.0,100.0,,,,,,,,,,,,,,,,100.0
600,100.0,SLV,1,100.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
601,1200.0,SLV,1,100.0,100.0,,,,,70.0,,,,,,,,,,30.0,,100.0
602,270.0,SLV,2,75.0,37.5,100.0,,,,,,,,,,,,,,,,100.0
603,100.0,SLV,2,100.0,16.666666666666668,28.0,,,,68.0,,,,,,,,,,,,96.0
604,500.0,SLV,2,300.0,300.0,80.0,,,,20.0,,,,,,,,,,,,100.0
605,200.0,SLV,2,40.0,6.666666666666667,20.0,,,,,,,,,,,,,,,,20.0
606,21.32,HND,2,100.0,33.333333333333336,8.0,,,,20.0,,,,,,,,,,,,28.0
607,106.60000000000001,HND,2,53.300000000000004,229.19,,,,,,,,,,,,,,,,,0.0
608,5.33,GT,1,15.99,15.99,50.0,,,,25.0,,,,,25.0,,,,,,,100.0
609,8.528,GT,1,3.9975,0.66625,50.0,50.0,,,,,,,,,,,,,,,100.0
610,10.66,GT,1,1.599,0.7995,50.0,,,,50.0,,,,,,,,,,,,100.0
611,9.061,GT,1,50.0,16.666666666666668,100.0,,,,,,,,,,,,,,,,100.0
612,85.28,HND,1,300.0,600.0,50.0,50.0,,,,,,,,,,,,,,,100.0
613,7.462000000000001,GT,2,6.396,12.792,40.0,,20.0,,40.0,,,,,,,,,,,,100.0
614,15.99,GT,2,3.9975,3.9975,50.0,,,,50.0,,,,,,,,,,,,100.0
615,63.96,GT,2,13.325000000000001,13.325000000000001,100.0,,,,,,,,,,,,,,,,100.0
616,42.64,GT,2,15.99,15.99,70.0,,,,,,30.0,,,,,,,,,,100.0
617,5.33,GT,2,53.300000000000004,53.300000000000004,,,,,,,,,,,,,,,,,0.0
618,15.99,HND,1,10.66,10.66,,,,,,,100.0,,,,,,,,,,100.0
619,21.32,HND,1,21.32,21.32,50.0,50.0,,,,,,,,,,,,,,,100.0
620,7.995,GT,1,5.33,0.8883333333333333,70.0,30.0,,,,,,,,,,,,,,,100.0
621,6.929,GT,1,6.396,6.396,100.0,,,,,,,,,,,,,,,,100.0
622,7.995,GT,1,7.995,3.9975,75.0,,25.0,,,,,,,,,,,,,,100.0
623,5.33,GT,1,5.33,5.33,100.0,,,,,,,,,,,,,,,,100.0
624,7.995,GT,2,2.132,0.35533333333333333,100.0,,,,,,,,,,,,,,,,100.0
625,7.1955,GT,2,7.995,1.3325,,100.0,,,,,,,,,,,,,,,100.0
626,10.66,GT,2,2.665,0.8883333333333333,100.0,,,,,,,,,,,,,,,,100.0
627,42.64,HND,2,100.0,8.333333333333334,50.0,,,,10.0,40.0,,,,,,,,,,,100.0
628,14.924000000000001,GT,1,3.8909000000000002,3.8909000000000002,60.0,,,,20.0,20.0,,,,,,,,,,,100.0
629,15.99,GT,1,11.193,5.5965,30.0,50.0,,,20.0,,,,,,,,,,,,100.0
630,13.325000000000001,GT,1,200.0,400.0,70.0,30.0,,,,,,,,,,,,,,,100.0
631,10.66,GT,1,200.0,200.0,75.0,25.0,,,,,,,,,,,,,,,100.0
632,7.995,GT,1,2.132,0.7106666666666667,100.0,,,,,,,,,,,,,,,,100.0
633,200.0,SLV,1,100.0,50.0,50.0,25.0,,,25.0,,,,,,,,,,,,100.0
634,23.985,HND,2,10.66,45.838,,,,,,,,,,,,,,,,,0.0
635,1.599,GT,1,100.0,8.333333333333334,,50.0,,,,,,,,50.0,,,,,,,100.0
636,74.62,GT,1,2000.0,2000.0,30.0,,,,,20.0,,,,,,50.0,,,,,100.0
637,19.721,GT,1,100.0,100.0,60.0,25.0,,,,15.0,,,,,,,,,,,100.0
638,79.95,GT,1,10.66,1.7766666666666666,,,,,,,,,,,,100.0,,,,,100.0
639,5.33,GT,1,15.99,15.99,75.0,,,10.0,15.0,,,,,,,,,,,,100.0
640,10.66,GT,1,3.7310000000000003,0.6218333333333333,25.0,,25.0,,25.0,,,,,,,,,,,,75.0
641,26.650000000000002,GT,1,59.962500000000006,19.9875,60.0,40.0,,,,,,,,,,,,,,,100.0
642,10.66,GT,1,10.66,10.66,50.0,25.0,,,,,,,,25.0,,,,,,,100.0
643,26.650000000000002,GT,1,21.32,3.5533333333333332,50.0,25.0,,,,,,,,,,25.0,,,,,100.0
644,18.655,GT,1,3.7310000000000003,1.2436666666666667,75.0,,,,25.0,,,,,,,,,,,,100.0
645,31.98,GT,1,5.33,0.44416666666666665,100.0,,,,,,,,,,,,,,,,100.0
646,18.655,GT,1,18.655,18.655,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
647,21.32,GT,2,10.66,3.5533333333333332,50.0,,,,50.0,,,,,,,,,,,,100.0
648,9.594000000000001,GT,2,2.665,0.22208333333333333,80.0,,,,,20.0,,,,,,,,,,,100.0
649,6.6625000000000005,GT,2,150.0,150.0,80.0,,,,10.0,10.0,,,,,,,,,,,100.0
650,85.28,GT,1,2000.0,2000.0,5.0,,,,5.0,,,,,,,90.0,,,,,100.0
651,24.518,HND,2,9.594,4.797,80.0,,,,,,,,,,,,,,,,80.0
652,42.64,HND,2,15.99,15.99,75.0,,,,,,,,,,,,,,,,75.0
653,9.594000000000001,GT,1,1.599,0.533,100.0,,,,,,,,,,,,,,,,100.0
654,7.995,GT,1,2.132,0.7106666666666667,80.0,,,,20.0,,,,,,,,,,,,100.0
655,15.99,GT,1,15.99,31.98,100.0,,,,,,,,,,,,,,,,100.0
656,7.995,GT,1,2.665,2.665,80.0,,,,,20.0,,,,,,,,,,,100.0
657,42.64,GT,2,1200.0,1200.0,,,,,,,,,,,,,,,,,0.0
658,29.848000000000003,GT,2,18.655,18.655,50.0,,,35.0,,15.0,,,,,,,,,,,100.0
659,26.650000000000002,GT,2,18.655,18.655,15.0,,,20.0,65.0,,,,,,,,,,,,100.0
660,6.929,GT,1,6.929,6.929,60.0,,10.0,30.0,,,,,,,,,,,,,100.0
661,15.99,GT,1,1.599,0.7995,100.0,,,,,,,,,,,,,,,,100.0
662,15.99,GT,1,2.132,1.066,50.0,,,,50.0,,,,,,,,,,,,100.0
663,9.594000000000001,GT,1,3.7310000000000003,3.7310000000000003,50.0,50.0,,,,,,,,,,,,,,,100.0
664,26.650000000000002,GT,2,21.32,42.64,70.0,10.0,,,15.0,,,,,,,,,,,,95.0
665,37.31,GT,2,26.650000000000002,26.650000000000002,50.0,30.0,,,10.0,,,,,,,,,,,,90.0
666,18.655,HND,1,18.655,6.218333333333334,30.0,50.0,,,10.0,,,,,,,,,,,,90.0
667,38.376,HND,1,50.0,50.0,,100.0,,,,,,,,,,,,,,,100.0
668,106.60000000000001,HND,1,200.0,200.0,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
669,200.0,HND,1,200.0,200.0,30.0,50.0,,,20.0,,,,,,,,,,,,100.0
670,26.650000000000002,HND,1,200.0,66.66666666666667,50.0,,,,50.0,,,0.0,,,,,,,,,100.0
671,6.396,GT,1,3.7310000000000003,3.7310000000000003,50.0,,,,50.0,,,,,,,,,,,,100.0
672,7.995,GT,1,4.1574,0.34645,60.0,40.0,,,,,,,,,,,,,,,100.0
673,5.33,GT,2,7.995,7.995,100.0,,,,,,,,,,,,,,,,100.0
674,2.665,GT,2,2.665,0.22208333333333333,100.0,,,,,,,,,,,,,,,,100.0
675,23.985,GT,2,10.66,5.33,75.0,,,,,25.0,,,,,,,,,,,100.0
676,10.66,GT,2,7.995,15.99,,,,,,,,,,,,,,100.0,,,100.0
677,15.99,GT,2,13.325000000000001,13.325000000000001,75.0,,,,25.0,,,,,,,,,,,,100.0
678,26.650000000000002,HND,1,18.655,9.3275,100.0,,,,,,,,,,,,,,,,100.0
679,23.452,HND,1,23.452,23.452,100.0,,,,,,,,,,,,,,,,100.0
680,6.396000000000001,HND,1,50.0,50.0,,,,,,,,,,,,,,,,,0.0
681,69.29,HND,2,63.96,63.96,30.0,,,,50.0,,,20.0,,,,,,,,,100.0
682,10.66,HND,2,10.66,10.66,70.0,30.0,,,,,,,,,,,,,,,100.0
683,69.29,HND,2,40.0,6.666666666666667,100.0,,,,,,,,,,,,,,,,100.0
684,13.325000000000001,GT,1,15.99,15.99,75.0,,,,25.0,,,,,,,,,,,,100.0
685,7.462000000000001,GT,1,7.462000000000001,14.924000000000001,50.0,,,,,20.0,,,,,,,,30.0,,,100.0
686,26.650000000000002,GT,1,10.66,21.32,75.0,,,,25.0,,,,,,,,,,,,100.0
687,10.66,GT,1,3.198,1.066,50.0,50.0,,,,,,,,,,,,,,,100.0
688,6.396,GT,1,3.7310000000000003,1.2436666666666667,30.0,,,30.0,40.0,,,,,,,,,,,,100.0
689,10.66,GT,1,2500.0,1250.0,90.0,,,,,10.0,,,,,,,,,,,100.0
690,13.325000000000001,GT,1,7.995,3.9975,75.0,,,,5.0,,20.0,,,,,,,,,,100.0
691,3.7310000000000003,GT,1,18.655,6.218333333333334,20.0,80.0,,,,,,,,,,,,,,,100.0
692,26.650000000000002,GT,1,3.7310000000000003,1.2436666666666667,50.0,,,,25.0,25.0,,,,,,,,,,,100.0
693,10.66,GT,1,0.7462,0.7462,100.0,,,,,,,,,,,,,,,,100.0
694,3.9975,GT,1,3.7310000000000003,3.7310000000000003,50.0,,,,,25.0,,,,25.0,,,,,,,100.0
695,6.929,GT,1,3.9975,0.66625,75.0,,,,,25.0,,,,,,,,,,,100.0
696,5.33,GT,1,3.7310000000000003,1.8655000000000002,100.0,,,,,,,,,,,,,,,,100.0
697,13.325000000000001,GT,1,3.9975,3.9975,65.0,,,,,20.0,,,,15.0,,,,,,,100.0
698,36.244,HND,1,5.33,22.919,100.0,,,,,,,,,,,,,,,,100.0
699,10.66,HND,1,50.0,50.0,100.0,,,,,,,,,,,,,,,,100.0
700,11.193,HND,1,7.995,7.995,,80.0,,,,,,,,,,,,,,,80.0
701,38.376,HND,2,21.32,10.66,50.0,30.0,,,20.0,,,,,,,,,,,,100.0
702,39.975,GT,1,250.0,500.0,50.0,,,10.0,40.0,,,,,,,,,,,,100.0
703,500.0,SLV,1,50.0,4.166666666666667,100.0,,,,,,,,,,,,,,,,100.0
704,175.0,SLV,1,75.0,150.0,,100.0,,,,,,,,,,,,,,,100.0
705,100.0,SLV,1,150.0,75.0,100.0,,,,,,,,,,,,,,,,100.0
706,37.31,HND,1,100.0,100.0,70.0,,,,30.0,,,,,,,,,,,,100.0
707,5.33,GT,1,7.462000000000001,14.924000000000001,50.0,50.0,,,,,,,,,,,,,,,100.0
708,14.924000000000001,GT,2,7.462000000000001,3.7310000000000003,75.0,25.0,,,,,,,,,,,,,,,100.0
