,avg_income_currency,avg_income_amount,AVG_INCOME_USD,country,rural_urban,remesa_currency,remesa_amount,REMESA_AMOUNT_USD,remesa_freq,REMESA_AMOUNT_REGPERMONTH,remittances_yn,remesa_amount_consent,avg_income_consent,pct_remit_towards_Foodpurchase,pct_remit_towards_Healthexpenses(medicines/medicalconsultation),"pct_remit_towards_ExpensesrelatedtoCOVID-19(protectionsupplies,medicalconsultation,medicines)",pct_remit_towards_Educationexpenses,"pct_remit_towards_Paymentofservices(water,electricity,cable,internet,communication)",pct_remit_towards_Clothesandshoes,pct_remit_towards_Housing(constructionorrepair),pct_remit_towards_Housingrentalfee,pct_remit_towards_Homepurchasefee,pct_remit_towards_Purchaseofagriculturalinputs,pct_remit_towards_Business(trade),pct_remit_towards_Saving,pct_remit_towards_Paymentofcommitmentsofmembersresidingabroad,pct_remit_towards_Paymentofthesender'straveldebt,pct_remit_towards_Paymentofotherdebts,pct_remit_towards_Other
2829,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2830,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2831,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2832,1.0,800.0,800.0,SLV,1,1.0,100.0,100.0,4.0,50.0,1,1.0,1,50.0,,,,40.0,10.0,,,,,,,,,,
2833,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
2834,1.0,100.0,100.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2835,1.0,150.0,150.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2836,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
2837,2.0,328.0,42.64,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2838,1.0,140.0,140.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2839,1.0,600.0,600.0,SLV,1,1.0,200.0,200.0,5.0,66.66666666666667,1,1.0,1,100.0,,,,,,,,,,,,,,,
2840,1.0,250.0,250.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2841,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2842,1.0,145.0,145.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2843,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2844,1.0,120.0,120.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2845,1.0,250.0,250.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2846,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2847,1.0,800.0,800.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2848,1.0,120.0,120.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2849,1.0,200.0,200.0,SLV,1,1.0,200.0,200.0,9.0,,1,1.0,1,50.0,50.0,,,,,,,,,,,,,,
2850,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2851,1.0,100.0,100.0,SLV,1,1.0,50.0,50.0,6.0,8.333333333333334,1,1.0,1,,100.0,,,,,,,,,,,,,,
2852,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2853,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2854,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
2855,1.0,480.0,480.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2856,1.0,200.0,200.0,SLV,1,,,,8.0,,1,99.0,1,50.0,50.0,,,,,,,,,,,,,,
2857,1.0,120.0,120.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2858,1.0,120.0,120.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2859,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
2860,,,,SLV,1,,,,99.0,,1,99.0,99,,50.0,,50.0,,,,,,,,,,,,
2861,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
2862,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2863,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
2864,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
2865,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
2866,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2867,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2868,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
2869,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
2870,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2871,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
2872,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2873,,,,SLV,2,1.0,200.0,200.0,6.0,33.333333333333336,1,1.0,0,25.0,0.0,,,,,,,,75.0,,,,,,
2874,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
2875,1.0,250.0,250.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2876,,,,SLV,1,,,,4.0,,1,0.0,0,100.0,0.0,,,,,,,,,,,,,,
2877,1.0,130.0,130.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2878,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
2879,1.0,100.0,100.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2880,1.0,100.0,100.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2881,,,,SLV,2,,,,,,0,,0,,,,,,,,,,,,,,,,
2882,,,,SLV,2,1.0,50.0,50.0,6.0,8.333333333333334,1,1.0,0,10.0,90.0,,,,,,,,,,,,,,
2883,,,,SLV,2,,,,,,0,,99,,,,,,,,,,,,,,,,
2884,,,,SLV,2,,,,7.0,,1,0.0,99,50.0,50.0,,,,,,,,,,,,,,
2885,,,,SLV,2,1.0,150.0,150.0,3.0,150.0,1,1.0,0,50.0,,,,50.0,,,,,,,,,,,
2886,1.0,150.0,150.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2887,2.0,205.0,26.65,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2888,2.0,82.0,10.66,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2889,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2890,2.0,205.0,26.65,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2891,2.0,246.0,31.98,HND,1,,,,9.0,,1,,1,,,,,,,,,,,,,,,,
2892,2.0,328.0,42.64,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2893,2.0,205.0,26.65,HND,1,2.0,36.9,4.797,4.0,2.3985,1,1.0,1,50.0,,50.0,,,,,,,,,,,,,
2894,2.0,246.0,31.98,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2895,,,,HND,1,2.0,20.5,2.665,9.0,,1,1.0,99,100.0,,,,,,,,,,,,,,,
2896,2.0,287.0,37.31,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2897,2.0,205.0,26.65,HND,2,,,,9.0,,1,0.0,1,100.0,,,,,,,,,,,,,,,
2898,2.0,246.0,31.98,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2899,2.0,225.5,29.315,HND,2,2.0,123.0,15.99,2.0,31.98,1,1.0,1,,,,,,,,,,,,,,,,
2900,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2901,1.0,240.0,240.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2902,1.0,280.0,280.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2903,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2904,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2905,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2906,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2907,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2908,1.0,20.0,20.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2909,1.0,50.0,50.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2910,1.0,40.0,40.0,SLV,1,1.0,100.0,100.0,9.0,,1,1.0,1,50.0,,,,50.0,,,,,,,,,,,
2911,1.0,125.0,125.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2912,1.0,80.0,80.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2913,1.0,50.0,50.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2914,1.0,300.0,300.0,SLV,1,1.0,75.0,75.0,3.0,75.0,1,1.0,1,,,,,,,,,,,,,,,,
2915,1.0,10.0,10.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2916,1.0,70.0,70.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2917,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2918,1.0,40.0,40.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2919,1.0,40.0,40.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2920,1.0,75.0,75.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2921,1.0,40.0,40.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2922,1.0,30.0,30.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2923,1.0,60.0,60.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2924,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2925,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2926,1.0,40.0,40.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2927,1.0,70.0,70.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2928,1.0,250.0,250.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2929,1.0,150.0,150.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2930,1.0,150.0,150.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2931,1.0,200.0,200.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2932,1.0,250.0,250.0,SLV,2,1.0,70.0,70.0,3.0,70.0,1,1.0,1,100.0,,,,,,,,,,,,,,,
2933,1.0,50.0,50.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2934,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
2935,,,,SLV,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2936,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2937,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2938,1.0,200.0,200.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,100.0,,,,,,,,,,,,,,,
2939,1.0,50.0,50.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2940,1.0,75.0,75.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2941,1.0,0.0,0.0,SLV,1,1.0,100.0,100.0,2.0,200.0,1,1.0,1,60.0,30.0,,,10.0,,,,,,,,,,,
2942,1.0,150.0,150.0,SLV,1,1.0,100.0,100.0,3.0,100.0,1,1.0,1,100.0,,,,,,,,,,,,,,,
2943,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2944,1.0,135.0,135.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2945,1.0,150.0,150.0,SLV,1,1.0,100.0,100.0,5.0,33.333333333333336,1,1.0,1,50.0,,,,50.0,,,,,,,,,,,
2946,1.0,120.0,120.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2947,1.0,0.0,0.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2948,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
2949,1.0,700.0,700.0,SLV,1,1.0,200.0,200.0,3.0,200.0,1,1.0,1,50.0,30.0,,,,20.0,,,,,,,,,,
2950,1.0,400.0,400.0,SLV,1,1.0,250.0,250.0,3.0,250.0,1,1.0,1,60.0,,,20.0,20.0,,,,,,,,,,,
2951,,,,SLV,1,1.0,400.0,400.0,3.0,400.0,1,1.0,0,50.0,50.0,,,,,,,,,,,,,,
2952,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2953,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2954,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2955,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2956,1.0,200.0,200.0,SLV,1,1.0,200.0,200.0,2.0,400.0,1,1.0,1,60.0,,,,40.0,,,,,,,,,,,
2957,1.0,304.0,304.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2958,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
2959,1.0,400.0,400.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2960,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2961,1.0,50.0,50.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2962,1.0,250.0,250.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2963,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2964,,,,SLV,1,,,,,,0,,0,,,,,,,,,,,,,,,,
2965,1.0,200.0,200.0,SLV,1,1.0,200.0,200.0,3.0,200.0,1,1.0,1,100.0,,,,,,,,,,,,,,,
2966,1.0,25.0,25.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2967,1.0,100.0,100.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2968,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2969,1.0,350.0,350.0,SLV,1,1.0,200.0,200.0,5.0,66.66666666666667,1,1.0,1,,,,,,,,,,,,,,,,
2970,1.0,300.0,300.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2971,1.0,150.0,150.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2972,3.0,780.0,31.98,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2973,3.0,325.0,13.325,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2974,3.0,260.0,10.66,GT,2,,,,3.0,,1,0.0,1,100.0,,,,,,,,,,,,,,,
2975,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2976,3.0,390.0,15.99,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2977,,,,HND,2,,,,,,99,,99,,,,,,,,,,,,,,,,
2978,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2979,,,,HND,2,1.0,200.0,200.0,3.0,200.0,1,1.0,99,50.0,50.0,,,,,,,,,,,,,,
2980,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
2981,,,,HND,1,,,,6.0,,1,,99,,,,,,,,,,,,,,,,
2982,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
2983,2.0,236.16,30.7008,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2984,2.0,82.0,10.66,HND,1,2.0,61.5,7.995,7.0,0.66625,1,1.0,1,,,,,,,,,,,,,,,,
2985,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2986,2.0,8.2,1.0659999999999998,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2987,2.0,102.5,13.325,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2988,2.0,147.6,19.188,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2989,2.0,307.5,39.975,HND,2,1.0,75.0,75.0,2.0,150.0,1,1.0,1,100.0,,,,,,,,,,,,,,,
2990,2.0,82.0,10.66,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2991,,,,HND,1,2.0,49.2,6.396000000000001,3.0,6.396000000000001,1,1.0,99,,,,,,,,,,,,,,,,
2992,,,,HND,1,,,,,,0,,99,,,,,,,,,,,,,,,,
2993,2.0,410.0,53.3,HND,1,1.0,250.0,250.0,5.0,83.33333333333333,1,1.0,1,70.0,30.0,,,,,,,,,,,,,,
2994,2.0,102.5,13.325,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
2995,,,,HND,2,1.0,100.0,100.0,8.0,,1,1.0,0,80.0,,,10.0,10.0,,,,,,,,,,,
2996,1.0,240.0,240.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2997,1.0,250.0,250.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
2998,1.0,115.0,115.0,SLV,2,1.0,50.0,50.0,1.0,215.0,1,1.0,1,70.0,,,20.0,10.0,,,,,,,,,,,
2999,1.0,300.0,300.0,SLV,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3000,2.0,328.0,42.64,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3001,1.0,50.0,50.0,SLV,1,1.0,200.0,200.0,6.0,33.333333333333336,1,1.0,1,20.0,60.0,,,20.0,,,,,,,,,,,
3002,,,,SLV,1,1.0,50.0,50.0,8.0,,1,1.0,0,100.0,,,,,,,,,,,,,,,
3003,1.0,200.0,200.0,SLV,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3004,1.0,63.0,63.0,SLV,1,1.0,50.0,50.0,4.0,25.0,1,1.0,1,30.0,,,,70.0,,,,,,,,,,,
3005,,,,HND,2,,,,6.0,,1,0.0,0,,,,,,,,,,,,,,,,
3006,2.0,61.5,7.995,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3007,2.0,123.0,15.99,HND,1,2.0,28.7,3.731,6.0,0.6218333333333333,1,1.0,1,100.0,,,,,,,,,,,,,,,
3008,,,,HND,1,,,,,,99,,99,,,,,,,,,,,,,,,,
3009,,,,HND,2,,,,4.0,,1,99.0,99,,50.0,,,50.0,,,,,,,,,,,
3010,2.0,615.0,79.95,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3011,,,,HND,2,1.0,135.0,135.0,99.0,,1,1.0,0,100.0,,,,,,,,,,,,,,,
3012,,,,HND,2,,,,4.0,,1,99.0,99,,100.0,,,,,,,,,,,,,,
3013,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3014,,,,HND,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3015,,,,HND,2,,,,7.0,,1,0.0,0,50.0,50.0,,,,,,,,,,,,,,
3016,2.0,82.0,10.66,HND,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3017,,,,HND,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3018,2.0,537.1,69.82300000000001,HND,2,1.0,50.0,50.0,8.0,,1,1.0,1,100.0,,,,,,,,,,,,,,,
3019,2.0,451.0,58.63,HND,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3020,2.0,123.0,15.99,HND,1,2.0,82.0,10.66,7.0,0.8883333333333333,1,1.0,1,,,,,,,,,,,,,,,,
3021,2.0,246.0,31.98,HND,1,2.0,123.0,15.99,4.0,7.995,1,1.0,1,50.0,25.0,,25.0,,,,,,,,,,,,
3022,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3023,,,,GT,1,,,,3.0,,1,99.0,0,50.0,,,,50.0,,,,,,,,,,,
3024,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3025,3.0,650.0,26.65,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3026,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3027,3.0,156.0,6.396,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3028,3.0,26.0,1.066,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3029,3.0,91.0,3.731,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3030,3.0,260.0,10.66,GT,1,,,,4.0,,1,99.0,1,100.0,,,,,,,,,,,,,,,
3031,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3032,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3033,3.0,0.0,0.0,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3034,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3035,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3036,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3037,3.0,520.0,21.32,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3038,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3039,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3040,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3041,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3042,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3043,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3044,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3045,3.0,91.0,3.731,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3046,3.0,390.0,15.99,GT,2,1.0,50.0,50.0,4.0,25.0,1,1.0,1,50.0,,,,,,,,,,,,,,,50.0
3047,3.0,208.0,8.528,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3048,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3049,3.0,156.0,6.396,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3050,3.0,260.0,10.66,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3051,,,,GT,1,,,,3.0,,1,0.0,0,60.0,20.0,,,20.0,,,,,,,,,,,
3052,3.0,78.0,3.198,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3053,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3054,3.0,390.0,15.99,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3055,3.0,182.0,7.462000000000001,GT,1,3.0,97.5,3.9975,4.0,1.99875,1,1.0,1,50.0,50.0,,,,,,,,,,,,,,
3056,3.0,221.0,9.061,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3057,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3058,3.0,182.0,7.462000000000001,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3059,,,,GT,1,,,,4.0,,1,0.0,0,75.0,,,,,,,,,,,,,,,
3060,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3061,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3062,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3063,,,,GT,2,3.0,65.0,2.665,3.0,2.665,1,1.0,99,100.0,,,,,,,,,,,,,,,
3064,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3065,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3066,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3067,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3068,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3069,,,,GT,1,,,,6.0,,1,99.0,99,80.0,,,,,,,,,20.0,,,,,,
3070,,,,GT,1,,,,6.0,,1,99.0,99,65.0,,,,,,,,,35.0,,,,,,
3071,,,,GT,2,,,,,,0,,0,,,,,,,,,,,,,,,,
3072,3.0,3250.0,133.25,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3073,3.0,1300.0,53.3,GT,2,3.0,97.11,3.98151,5.0,1.32717,1,1.0,1,50.0,,,,,50.0,,,,,,,,,,
3074,3.0,325.0,13.325,GT,2,,,,,,99,,1,,,,,,,,,,,,,,,,
3075,1.0,1000.0,1000.0,GT,1,1.0,500.0,500.0,4.0,250.0,1,1.0,1,25.0,,,,25.0,,50.0,,,,,,,,,
3076,3.0,260.0,10.66,GT,1,3.0,182.0,7.462000000000001,3.0,7.462000000000001,1,1.0,1,50.0,,,,25.0,,25.0,,,,,,,,,
3077,3.0,48.75,1.99875,GT,1,3.0,48.49,1.98809,3.0,1.98809,1,1.0,1,100.0,,,,,,,,,,,,,,,
3078,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3079,3.0,195.0,7.995,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3080,3.0,520.0,21.32,GT,2,3.0,260.0,10.66,2.0,21.32,1,1.0,1,50.0,,,25.0,25.0,,,,,,,,,,,
3081,3.0,221.0,9.061,GT,2,,,,3.0,,1,99.0,1,,,,100.0,,,,,,,,,,,,
3082,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3083,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3084,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3085,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3086,,,,GT,1,,,,,,0,,99,,,,,,,,,,,,,,,,
3087,3.0,585.0,23.985,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3088,3.0,325.0,13.325,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3089,3.0,910.0,37.31,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3090,3.0,390.0,15.99,GT,2,,,,,,0,,1,,,,,,,,,,,,,,,,
3091,3.0,169.0,6.929,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3092,3.0,156.0,6.396,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3093,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3094,,,,GT,1,,,,,,0,,0,,,,,,,,,,,,,,,,
3095,3.0,234.0,9.594,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3096,3.0,325.0,13.325,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3097,3.0,156.0,6.396,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3098,3.0,208.0,8.528,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3099,3.0,247.0,10.127,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3100,3.0,130.0,5.33,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3101,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3102,3.0,195.0,7.995,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3103,3.0,169.0,6.929,GT,1,,,,,,0,,1,,,,,,,,,,,,,,,,
3104,,,,GT,2,,,,4.0,,1,99.0,99,50.0,50.0,,,,,,,,,,,,,,
3105,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3106,,,,GT,2,,,,,,0,,99,,,,,,,,,,,,,,,,
3107,,,,GT,2,,,,3.0,,1,0.0,99,70.0,,,,,,,,,,,,,,,
3108,,,,GT,2,,,,4.0,,1,99.0,99,,50.0,,,,,,,,,,,,,,
